dataset,architecture,optimizer,n_seeds,seeds,lambda_max_mean,lambda_max_std,trace_estimate_mean,trace_estimate_std,top5_mass_ratio_mean,top5_mass_ratio_std,lambda_max_over_topk_mass_mean,lambda_max_over_topk_mass_std,effective_rank_mean,effective_rank_std,spectral_entropy_mean,spectral_entropy_std,participation_ratio_mean,participation_ratio_std
CIFAR-10-C,ResNet-18,ASAM,3,"42,43,44",70.84479331970215,61.485727768267864,227.24854532877603,65.08619802060674,0.6706425508118662,0.09502968124374635,0.3099152526944326,0.15149341290235652,10.44007936708073,2.966126447418795,2.314663016258093,0.31520611053703645,7.477785947890987,3.268957857021402
CIFAR-10-C,ResNet-18,SAM,3,"42,43,44",5.793285846710205,1.0222864521595183,52.22462844848633,3.5339399848199395,0.5402451567956844,0.020116027253813947,0.15747298047007194,0.015084569841448804,15.311084469763452,0.4736922608802096,2.7282612987087607,0.030696307222445887,12.437303839980684,0.7174855222154682
CIFAR-10-C,ResNet-18,SGD,3,"42,43,44",30.815255482991535,33.67606959388624,91.22868220011394,74.19628506593581,0.7307118928454885,0.17214336092387209,0.3335330658155917,0.11808568333946758,9.590267272323175,4.536593631575424,2.1694295796297047,0.5495532367202217,6.464128458174156,3.093183359031087
CIFAR-10-C,ResNet-34,ASAM,3,"42,43,44",60.61042912801107,20.12097062868505,181.12956364949545,152.96287083576922,0.6748172738673727,0.0675814044875351,0.2960191892997767,0.041065544862231136,10.141077996990932,1.1042479197103638,2.3126666057252634,0.10837900477969832,7.192683094194763,1.3994180145154471
CIFAR-10-C,ResNet-34,SAM,3,"42,43,44",5.171275456746419,1.2115169966827308,40.12781778971354,9.710306103486277,0.5371129333520447,0.03359290909114351,0.1851613081613054,0.03858200330642896,14.99360580562891,0.9160049235432455,2.7063763017249087,0.06121852875803408,11.799811115706637,1.4929034559721452
CIFAR-10-C,ResNet-34,SGD,3,"42,43,44",14.698470910390219,9.870652526145852,37.62192598978678,16.713875045712612,0.7748170913749898,0.1136199219612273,0.47016511152306323,0.2620897211611922,7.65524114073991,4.279267205877561,1.8960386032614955,0.6930923564578305,4.712900991699978,2.872028788633448
CIFAR-100-C,ResNet-18,ASAM,3,"42,43,44",11.217432498931885,4.169554077835917,238.80501302083334,24.030116800557874,0.48058713625749205,0.06825848659548685,0.12288508591024117,0.03039246590287879,16.137859579723425,1.7421427068887385,2.777103826487417,0.11164017699995156,14.09710350351214,2.279131399056487
CIFAR-100-C,ResNet-18,SAM,3,"42,43,44",20.05915864308675,5.525078659589717,268.6432139078776,22.39268615074368,0.5000531158962244,0.05905236892734555,0.1587356876018081,0.039484518767569796,15.97820167113894,1.4161143267389462,2.76858738883876,0.0891273842052041,13.15496572379709,2.3107234425743504
CIFAR-100-C,ResNet-18,SGD,3,"42,43,44",107.16391499837239,56.46526767936321,421.0664571126302,22.878906604764868,0.6369019199324417,0.12859885973233004,0.3907064384368393,0.1852184627880225,10.482875062537623,4.927367454188755,2.2816874178717494,0.4411301904096154,6.857668249471362,5.3471337876995015
